Test,Id,Year_of_study,Gender,Secondary_school,finale srednja,Cources_mathematics,Cources_statistics,1. task-Maternity hospital,1. task-comment,1.task -comment-code,2. task-lotto,2. task-comment,2. task-comment-code,3. task-correlation,3.task-comment,3.task- comment-code,4. task-worker,4. task -comment,4.task-commnet-code,5. task-urn,5. task-comment,5.task-comment-code,6.task-lawyer_or_musician,6.task- comment,6. task -comment-code,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19-obrnuto,19,20,Komentar
C,263,first,m,v,elektro,0,no,b,Zato što je manji broj beba tako da je promena veća.,12,g,Zato što se bira 7 od 39 nasumično pa će imati iste šanse.,11,v,,10,a,,10,,,,,,,1,2,3,4,5,4,3,4,4,4,3,3,4,3,2,5,5,4,5,1,2,
C,264,first,m,g,gimnazija,0,no,v,,0,g,,10,b,,0,v,,0,,,,,,,3,5,3,4,2,4,5,4,3,2,2,3,5,4,5,3,4,5,1,5,5,
C,270,first,m,v,elektro,0,no,v,Zato što se na godišnjem nivou rodi jednak broj dečaka i devojčica.,1,g,Zato što se brojevi biraju slučajno.,11,a,Zato što je prvu grupu sačinjavalo oko 70% muškaraca.,2,a,,10,,,,,,,1,3,5,5,5,4,2,5,1,3,2,4,1,4,1,5,5,1,1,5,5,
C,271,first,m,g,gimnazija,0,no,v,,0,g,,10,b,,0,v,,0,,,,,,,1,1,5,1,3,4,1,1,5,1,5,3,1,5,3,1,5,1,1,5,1,
C,272,first,m,g,gimnazija,0,no,a,,0,v,,0,b,,0,a,,10,,,,,,,4,2,3,4,4,3,4,3,4,3,3,4,5,3,5,5,5,4,5,1,4,
C,273,first,m,v,elektro,0,no,b,Procenat se lakše menja kada je manje beba.,12,v,Obično brojevi ne budu redom u igrama na sreću.,1,b,"Više žena, veći je procenat.",1,a,,10,,,,,,,1,1,5,3,5,5,5,1,3,3,2,4,1,1,3,5,5,1,5,1,5,
C,274,first,f,g,gimnazija,0,no,v,,0,g,,10,b,"Veći procenat je u prvoj grupi, gde je veći procenat žena, tj veća je verovatnoća da su tih 70% veći broj žena.  ",1,v,,0,,,,,,,3,3,4,5,5,4,5,5,3,4,2,3,4,3,2,5,5,5,4,2,5,
C,275,first,m,v,elektro,0,no,a,,0,g,,10,a,,0,b,,0,,,,,,,1,3,3,4,5,5,4,5,4,4,4,3,3,4,2,5,5,5,2,4,5,
C,276,first,m,v,elektro,0,no,v,Jer se rađa podjednak broj dečaka i devojčica,1,v,,0,a,,0,a,,10,,,,,,,1,3,2,5,5,5,5,4,4,3,3,3,4,2,3,5,4,3,2,4,5,
C,277,first,m,v,elektro,0,no,a,,0,v,"Šanse za dobitnu kombinaciju su jako male, tako da svaka kombiinacija ima istu šasnu.",2,v,,10,v,,0,,,,,,,1,3,2,4,5,4,3,3,1,1,1,3,3,4,4,5,4,3,1,5,5,
C,278,first,f,g,gimnazija,0,no,a,,0,v,Zato što je razmak između brojeva veći.,1,v,,10,v,,0,,,,,,,1,1,5,5,5,5,4,5,3,3,4,3,3,3,3,5,2,1,1,5,5,
C,279,first,m,v,elektro,0,no,b,,10,g,Zato što je podjednak broj kuglica na lotou.,11,b,Zato što ima 20 žena u odnosu na 10 muškaraca u prvoj grupi.,1,a,,10,,,,,,,3,1,5,3,5,5,4,5,3,3,5,3,3,3,3,5,5,3,2,4,5,
C,280,first,m,g,gimnazija,0,no,b,,10,v,,0,b,,0,a,,10,,,,,,,1,2,4,4,5,5,4,3,1,4,2,1,3,1,3,5,4,2,4,2,5,
C,281,first,m,v,elektro,0,no,v,,0,g,,10,v,Kratak račun ,11,a,,10,,,,,,,1,1,5,5,5,3,5,3,5,5,5,1,1,5,3,5,5,5,5,1,5,
D,298,third-fourth,f,g,gimnazija,2,no,,,,v,Ta kombincija mi se cini dobitna nista vise.,3,,,,a,Zato sto je vecina radnika sa diplomom IT.,11,v,To mi se cini kao najveca sansa za pogodatk.,13,a,,0,1,3,3,3,4,4,4,3,1,3,1,1,1,2,4,4,4,4,4,2,5,
C,369,third-fourth,m,g,gimnazija,2,yes,v,,0,g,,10,v,,10,v,,0,,,,,,,4,2,4,3,4,5,4,3,4,4,4,5,5,4,3,4,5,4,3,3,4,
C,370,third-fourth,f,g,gimnazija,2,yes,a,,0,g,Sve kombinacije imaju iste šanse jer je u pitanju sreća i ne postoji nikakv faktor koji utiče na to.,11,v,,10,v,Kad izvlačimo radnika imamo dve mogućnosti ili 1. ili 2. znači po 50%.,1,,,,,,,5,2,3,2,4,3,3,4,1,3,4,3,3,3,4,2,5,3,3,3,1,
C,371,third-fourth,m,g,gimnazija,2,yes,b,Kod većeg broja beba dobija se finija verovatnoća pa su manje šanse da se pravi broj veži od 60%.,12,g,Verovatnoća izvlačenja bilo kog broja je ista.,11,v,Nedovoljan broj ispitanika.,111,a,,10,,,,,,,3,3,4,5,5,4,4,5,4,4,5,4,3,5,5,5,4,4,4,2,4,
C,372,third-fourth,f,g,gimnazija,2,yes,a,,0,v,Kombinacija i jendocifrenih i dvocifrenih,1,v,,10,b,Uspešni informatičari su lenji za plivanje.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,373,third-fourth,m,v,elektro,2,yes,a,,0,g,,10,b,,0,a,,10,,,,,,,4,2,4,4,5,4,4,4,3,2,3,4,4,2,2,4,4,3,4,2,3,
C,374,third-fourth,m,g,gimnazija,2,yes,a,više beba veća šansa za više dečaka.,2,g,kao prekaljeni kockar znam da je bingo i loto prevara.,13,b,Žene više pričaju nepotrebne stvari.,2,a,,10,,,,,,,1,3,5,3,4,3,2,5,2,4,4,1,5,3,4,4,5,3,5,1,5,
C,375,third-fourth,m,v,elektro,2,yes,a,veće su šanse zbog količine beba.,2,g,Izvlačenje brojeva je nasumično pa ni jedna kombinacija ne može imati veće šanse.,11,b,,0,v,,0,,,,,,,1,3,5,5,5,4,4,4,5,3,5,3,5,3,5,5,5,4,3,3,5,
C,376,third-fourth,m,v,elektro,2,yes,b,,10,g,,10,b,,0,v,,0,,,,,,,4,2,5,4,4,5,4,2,4,4,3,4,3,2,3,4,4,5,1,5,2,
C,377,third-fourth,m,g,gimnazija,2,yes,v,,0,g,,10,b,,0,a,,10,,,,,,,1,1,5,4,5,2,3,3,4,3,3,3,5,5,3,4,4,4,3,3,4,
C,378,third-fourth,f,g,gimnazija,2,yes,v,Ukupan broj rodjenih i odnos dečaka i devojčica nemaju nikakve veze.,1,v,Ova kombinacija ima lepšu ravnomerniju raspodelu brojeva.,1,v,Izvođenje zaključka bi bilo moguće da su prvu grupu činile samo žene a drugu samo muškarci.,12,a,jer je 70% radnika IT.,11,,,,,,,3,2,4,4,5,3,4,3,3,3,3,3,4,3,3,5,5,3,4,2,4,
C,379,third-fourth,f,g,gimnazija,2,yes,v,,0,g,,10,b,,0,v,Zato što ima dve grupe radnika Milan može da pripada ili jednoj ili drugoj grupi radnika.,1,,,,,,,4,2,5,5,3,5,5,4,4,4,4,5,5,5,5,5,5,5,5,1,5,
C,380,third-fourth,m,g,gimnazija,2,yes,v,Broj dana ne zavisi od veličine porodilišta.,1,v,Najravnomernije su raspoređeni brojevi.,1,a,,0,a,,10,,,,,,,2,4,3,4,5,4,3,4,4,4,3,3,4,3,3,5,4,2,4,2,5,
C,381,third-fourth,f,g,gimnazija,2,yes,v,U jednom se rodilo više beba ali je verovatnoća da je dečak ili devojčica ista.,1,g,Svaki broj ima istu šansu da bude izvučen.,11,b,U grupi sa 70% ispitanika koji su se izjasnili bilo je više žena.,1,v,Može da bude ili inženjer ili pravnik.,1,,,,,,,3,2,5,4,4,3,3,4,3,3,2,3,2,3,4,5,4,3,3,3,4,
C,382,third-fourth,f,g,gimnazija,2,yes,v,,0,g,,10,b,,0,v,,0,,,,,,,3,2,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,
C,383,third-fourth,m,g,gimnazija,2,yes,b,Premena broja dečak ili devojčica više utiče na promenu u procentu u manjoj grupi.,12,v,,0,v,Potreban je tačan broj muškaraca i njohovih odgovora i tačan beoj žena i njohovih odgovora.,11,v,Odnos radnika govori o odnosu verovatnoća.,11,,,,,,,3,3,2,3,5,4,5,5,5,4,5,5,4,5,4,5,5,5,4,2,3,
C,384,third-fourth,f,g,gimnazija,2,yes,v,"Jer bezobzira na veličinu porodilišta pol deteta ne utiče, količina novorođenčadi je različita.",1,v,Svaka kombinicaja ima malu šansu ali sam odabrala ove brojeve jer su mi šareni.,1,b,Žene su žene.,2,v,,0,,,,,,,2,1,2,4,5,4,4,5,3,4,4,3,3,3,3,5,1,1,5,1,5,
C,385,third-fourth,m,g,gimnazija,2,yes,v,malo podataka.,3,g,,10,v,Mali je uzorak.,111,v,Malo je podataka.,3,,,,,,,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,
C,386,third-fourth,m,g,gimnazija,2,yes,b,Na manjem uzorku su moguće veće i češće varijacije.,11,g,Izvlačenje svakog broja je događaj za sebe i nema uticaja na to koji su brojevi do tada izvučeni.,11,b,Zbog odnosa polova u uzorku.,1,a,,10,,,,,,,3,2,4,4,3,5,4,4,3,3,4,3,1,5,5,3,5,4,2,4,4,
C,387,third-fourth,m,g,gimnazija,2,yes,v,,0,g,,10,v,Statistički gledano uzorak je mali.,111,b,Inženjeri nisu tih karakteritika kao što je Milan.,2,,,,,,,1,1,5,4,5,4,3,3,3,4,3,3,4,4,2,3,3,3,4,2,4,
C,388,third-fourth,m,g,gimnazija,2,yes,b,"Manje porodilište utiče manje na prosek.Pošto je podjednak broj dečaka i devojčica na godišnjem nivou, anomalije (50% dečaka) se mogu kompezovati većim porodilištem.",12,g,Raspodela loto brojeva je uniformana.,11,v,"Ako bismo mogli grupisati ankete na  muške i ženske onda bismo mogli izvesti zaključak, do tada je ovo samo spekulacija.",11,a,Nema karakteristika koje bi ukazale na struku istog.,12,,,,,,,5,2,4,5,5,3,4,4,4,4,5,4,5,4,5,3,5,3,3,3,4,
C,389,third-fourth,f,g,gimnazija,2,yes,v,Jer se na godišnjem nivou rodi približno jednak broj.,1,g,"Nasumično se izvlače brojevi, pa svi brojevi imaju jednaku šansu.",11,b,,0,v,,0,,,,,,,2,2,4,4,3,4,4,4,3,3,3,2,2,3,4,4,4,4,5,1,3,
C,390,third-fourth,f,g,gimnazija,2,yes,a,,0,g,,10,v,,10,a,,10,,,,,,,5,2,4,3,5,4,4,3,3,3,4,4,4,3,3,4,5,5,5,1,3,
D,391,third-fourth,f,v,elektro,2,yes,,,,g,,10,,,,a,,10,v,,0,a,,0,4,2,5,3,5,4,3,3,3,4,4,3,5,2,3,4,4,4,4,2,4,
D,392,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,Zbog postavke zadatka.,11,v,Prva ima oko 50% druga oko 63% treća oko70%.,12,b,statistički,11,1,3,4,5,4,4,5,2,5,2,2,5,3,2,5,5,4,4,3,3,5,"Kursevi koji se ave analizom podataka i veštačkom intelignecijom zahtevaju bolje poznavanje statistike, kojeg sam uskraćen tokom studiranja."
D,393,third-fourth,f,v,elektro,2,yes,,,,g,,10,,,,a,Zato šzo 70% radnika ima diplomu inženjera IT.,11,b,Zbog toga što imamo 90% crvenih kuglica i zbog toga što se vraćaju kuglice.,2,b,Da je član filharmonije veroatno bi bio operski pevač.,12,2,2,3,4,5,3,4,5,3,5,4,3,3,4,4,3,2,4,4,2,5,
D,394,third-fourth,f,v,elektro,2,yes,,,,g,Svi brojevi se izvlače na isti način sa podjednakom verovatnoćom.,11,,,,a,70% zaposlenih su inženjeri.,11,b,,0,a,Voli umetnost za ravo nismo sigurni.,1,1,3,3,5,5,4,4,5,3,4,4,3,3,4,4,4,5,4,5,1,5,
D,395,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,,10,b,račun,1,b,Malo je ljudi sa talentom za muziku.,12,3,1,5,3,2,2,4,3,4,3,2,4,2,1,2,2,2,2,3,3,2,
D,396,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,Ima najviše izvlačenja i potrebna je samo jedna.,11,a,Treba raditi ono što te ispunjava.,1,3,2,5,3,5,5,3,4,4,3,5,3,3,4,4,4,5,4,5,1,4,
D,397,third-fourth,m,g,gimnazija,2,yes,,,,g,Biranje se vrši nasumično te su sve tvrdnje jednako verovatne.,11,,,,a,usled većeg broja inženjera nameće se i veća verovatnoća.,11,v,Najmanji je uslov za pobedu a najvše pokušaja. Pogrešan račun.,11,a,Na osnovu datih podatka veća je verovatnoća da je Marko pravnik.,1,1,4,4,5,5,4,4,5,4,4,3,3,3,4,3,4,3,3,3,3,4,
D,398,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,,10,a,Marka je zanimalo pozorište i muzka pa je verovatno sledio taj pravac.,1,3,3,4,4,5,5,4,5,3,3,3,3,4,3,3,4,5,4,4,2,4,
D,399,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,v,Postoje 2 tipa profesija od toga su šanse 50%-50% da se odabere jedan.,1,a,,0,a,,0,2,4,5,5,5,5,5,5,1,3,2,2,4,2,4,5,5,4,4,2,3,
D,400,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,b,,0,v,,10,b,,10,4,3,5,4,5,4,4,2,2,3,2,4,1,2,2,3,3,3,2,4,3,
D,401,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,v,ili je inženjer ili je pravnik,1,v,verovatnoće se sabiraju.,12,a,Očigledno na osnovu podataka.,1,3,2,5,5,5,4,3,4,3,3,3,3,4,3,3,4,5,4,2,4,4,
D,402,third-fourth,m,g,gimnazija,2,yes,,,,v,Mislim da je veća verovatnoća kada su kuglice ravnomerno raspoređene.,1,,,,a,,10,a,Jedno izvlačenje šanse su 50% u drugim pokušajima teško da će se ostvariti cilj u 7 izvlačenja.,1,a,Ljudi žele sa e bave onim što vole pa zato.,1,2,3,5,5,5,4,3,4,3,4,3,2,4,3,4,4,5,4,2,4,5,
D,403,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,2,2,3,4,3,3,2,4,2,3,2,2,4,2,2,3,3,3,2,4,3,
D,404,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,3,4,2,3,5,4,3,4,3,3,2,2,3,3,2,3,3,3,4,2,4,
D,405,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,b,"Ne znamo da li je Marko talentovan, može on da voli koliko hoće ako nema talenat, a talenat malo ljudi ima.",12,5,3,5,5,4,5,5,5,5,3,5,5,1,3,3,5,5,5,5,1,1,
D,406,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,,10,b,,10,,,,,,,,,,,,,,,,,,,,,,
D,407,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,,10,v,,10,a,,0,3,2,5,4,5,3,4,5,4,5,4,3,1,3,4,5,5,4,4,2,5,
D,408,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,,10,b,,0,b,,10,3,2,4,4,5,5,4,4,3,5,3,3,4,4,4,4,3,3,5,1,2,
D,409,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,,10,b,,10,4,2,4,5,5,4,5,5,5,5,5,3,4,4,5,5,4,3,5,1,4,
D,410,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,tačan račun,111,a,,0,5,1,5,4,5,5,5,3,3,5,4,4,2,2,4,5,5,5,2,4,4,
D,411,third-fourth,f,v,elektro,2,yes,,,,g,,10,,,,a,,10,v,,10,a,Marko je osoba koja voli umetnost i muziku.,1,1,2,5,3,5,5,3,5,3,4,4,3,5,2,3,4,5,3,5,1,5,
D,412,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,2,3,3,3,2,4,2,3,3,1,4,2,5,3,4,3,4,2,5,1,4,
D,413,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,,10,a,,0,5,2,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,
D,414,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,a,,1,a,,0,4,2,5,5,5,1,4,3,5,2,5,4,3,5,5,4,5,5,3,3,2,
D,415,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,4,1,5,5,5,3,4,4,4,4,3,4,5,4,4,5,5,2,5,1,4,
D,416,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,4,3,4,4,4,5,4,2,4,3,3,4,4,4,4,4,4,3,3,3,1,
C,417,third-fourth,m,v,elektro,2,yes,v,Zato što na kraju godine bude isto.,1,g,zato što su verovatnoće za sve iste.,11,v,Ne znamo od tih 40 i 70% koliko posto je žena.,11,a,,10,,,,,,,3,2,5,4,3,4,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,
C,418,third-fourth,m,g,gimnazija,2,yes,b,Valjda ako se u manjem rodi više dece onda je to manja promena.,12,v,"iskustvo, teško da izvučena kombinacija bude matematički sređena.",1,v,"Svi koriste da se ne lažemo, muškarci možda i više jer misle da su sigurniji.",13,a,,10,,,,,,,3,3,4,5,5,4,4,4,4,4,4,3,4,3,3,3,3,4,4,2,2,
C,419,third-fourth,m,g,gimnazija,2,yes,a,,0,g,,10,b,,0,a,,10,,,,,,,2,3,4,4,5,4,4,4,3,3,3,3,4,4,4,4,4,3,4,2,4,
C,420,third-fourth,f,g,gimnazija,2,yes,v,,0,v,,1,v,,10,a,,10,,,,,,,3,2,4,4,4,3,3,3,4,4,3,3,4,4,4,5,5,4,4,2,3,
C,421,third-fourth,m,v,elektro,2,yes,b,Nije moguće da je u većem porodilištu bilo više takvih dana jer bi u ukupnom broju bilo više dečaka.,12,v,"Zbog raznolikosti brojeva.Mislim da se nikada nije desilo da se izvuče rvih sedam brojeva, uvek je bar jedan jednocifren i bar jedan dvocifren.",1,b,"Ako 70% koristi od njih 30, to je 20 žena od 30 a od njih 30 gde je 14 žena 40 %  koristi telefon, ogično je da žene koriste češće telefon.",1,a,Iz teksta,11,,,,,,,4,3,3,4,4,4,4,3,2,3,3,2,2,3,3,4,5,5,1,5,4,
D,422,third-fourth,m,g,gimnazija,2,yes,,,,v,,0,,,,v,ima dve opcije,1,v,Ima najviše pokušaja,11,a,,0,1,1,4,4,4,2,3,4,2,3,2,2,4,2,2,5,5,4,2,4,4,
D,423,third-fourth,m,g,gimnazija,2,yes,,,,v,,0,,,,a,imam osećaj.,13,a,,0,a,,0,4,3,4,5,5,4,5,4,5,5,4,5,4,3,3,5,5,5,5,1,5,
D,424,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,Ovo je pitanje iz verovatnoće. Verovatnoća da se odabere IT inženjer je 7/10.,11,v,Čini mi se da je najverovatnije.,13,a,,0,2,1,3,4,5,4,4,3,3,3,3,2,4,4,3,5,5,4,3,3,5,
C,493,third-fourth,m,g,gimnazija,2,yes,v,Da li će biti dečak ili devojčica ne zavisi od  porodilišta.,1,v,Jako je mala verovatnoća da će brojevi biti izvučeni u lepom rasporedu.,1,b,Na osnovi uzorka tako deluje.,1,v,,0,,,,,,,1,1,5,4,5,4,3,4,2,4,2,2,3,3,3,3,4,5,2,4,1,
C,494,third-fourth,m,g,gimnazija,2,yes,a,,0,g,,10,v,,10,v,,0,,,,,,,4,1,5,3,5,4,4,2,4,3,3,3,3,4,4,3,3,2,5,1,3,
C,495,third-fourth,m,g,gimnazija,2,yes,b,U manjem pošto je manja razlika potrebna da se dostigne 60%.,12,g,U svakoj kombinaciji ima 7 brojeva i svaki broj je random izvučen pa je i verovatnoća za svaku kombinaciju jednaka.,11,b,,0,v,,0,,,,,,,2,2,3,4,5,4,5,5,4,3,3,3,5,3,2,5,5,5,2,4,3,
C,496,third-fourth,m,g,gimnazija,2,yes,b,,10,g,,10,b,,0,v,,0,,,,,,,3,1,5,5,3,3,3,3,3,3,3,4,2,2,4,4,4,4,5,1,3,
C,497,third-fourth,m,g,gimnazija,2,yes,b,U manjem jer odnos 60:40 ne utiče mnogo na konačan broj.,12,g,Pre izvlačenja prve kuglice sve iaju istu šansu.,11,v,Ne možemo da znamo je r ne znamo za šta su se tačno izjasnile žene a za šta muškarci.,11,a,70:30:00,11,,,,,,,3,3,3,4,5,4,4,3,3,4,4,3,3,3,3,3,4,4,2,4,2,
C,498,third-fourth,f,g,gimnazija,2,yes,b,"Kako je jednak broj dečaka i devojčica, ako se u manjem porodilištu rodi 60% dečaka to pravi manju razliku na ukupan broj rođenih beba.",12,g,Jer je šansa da bude izvučen bilo koji broj jednaka(to jest iste su šanse za prvoizvučeni broj pa potom za drugo izvučeni broj...),11,v,,10,a,,10,,,,,,,2,2,5,4,5,5,4,3,4,3,4,4,2,3,3,4,4,5,5,1,3,
C,499,third-fourth,m,g,gimnazija,2,yes,b,veća je verovatnoća u manjem jer broj beba u razlici je manji.,12,g,Iste su verovatnoće za svaki od brojeva da budu izvučeni.,11,v,Statistički  se može pretpostaviti ali i ne sa sgurnošću zaključiti.,12,v,Opis Milana nema veze sa profesojom.,2,,,,,,,4,1,5,5,5,1,5,4,5,1,5,3,5,5,5,5,5,5,1,5,1,
C,500,third-fourth,m,g,gimnazija,2,yes,b,Ako se u manjem rodi jedan dečak to je veči procenat u manjem nego u većem.,12,g,Ako je igra regularna sve kombinacije imaju jednake šanse.,11,v,Mogu obe grupe uzeti većinski muškarci i obrnuto.,11,a,Birano je nasumično što znači da su šanse 70%.,11,,,,,,,3,2,5,3,4,4,4,5,3,3,4,3,4,4,3,5,5,4,5,1,4,
C,501,third-fourth,f,g,gimnazija,2,yes,v,Ne znam baš,3,g,Za sve brojeve jednaka je verovatnoća da će biti izvučeni.,11,b,više žena veći postotak,1,a,Više je žena IT.,13,,,,,,,2,3,4,5,5,5,4,4,4,4,4,3,4,4,3,5,5,4,4,2,5,
C,502,third-fourth,f,v,elektro,2,yes,v,Procenat u odnosu na ukuan broj.,1,g,Sve imaju jednake šanse jer se od 39 vuče 7 u svim kombinacijama.,11,b,Više žena je tamo gde je veći procenat.,1,a,,10,,,,,,,1,2,4,3,5,4,4,5,4,3,4,3,4,3,3,5,5,4,4,2,4,
C,503,third-fourth,f,v,elektro,2,yes,v,Glelda se procenat u odnosu na ukupan broj rođenih u određenom porodilištu a ne broj.,1,g,U sva tri slučaja izvlači se 7 nasumičnih brojeva pa su jednake šanse.,11,b,"Grupe imaju isti broj članova, tamo gde je više žena veći je procenat pozitivnih odgovora.",1,a,70% radnika su inženjeri.,11,,,,,,,5,2,4,4,4,5,4,4,3,3,3,3,2,3,2,5,2,4,5,1,4,
C,504,third-fourth,f,g,gimnazija,2,yes,b,Zbog manjeg broja beba koji se rodi potreban je i manji broj za 60%.,12,g,Na slučajan način se izvlače brojevi. I prvi ne zavisi od drugog pa tako svaki ima istu šansu da bude izvučen.,11,v,Ako gledamo prvu grupu bar neke žene moraju da koriste telefon. A u drugoj grupi može se desiti da ni jedna žena ne koristi telefon. Pa ove dve grupe ne mogu da nam daju informaciju.,11,a,Ako je 70% inženjera onda je tolika i verovatnoća.,11,,,,,,,2,2,4,4,5,5,4,4,3,3,3,4,3,3,4,4,3,4,3,3,4,
C,505,third-fourth,m,g,gimnazija,2,yes,a,Isti je odnos tokom godine pa iz stoga sledi da je isti odnos i na dnevnom nivou.,2,g,Zato što statistički gledano ista je šansa da izvuku bilo koju loptu.,11,v,mali uzorak,111,a,iz prve rečenice ostalo je nebitno.,11,,,,,,,5,3,3,5,5,3,4,4,5,5,4,4,3,4,4,4,4,3,3,3,4,Correlation does not imply casulation.
C,506,third-fourth,m,v,elektro,2,yes,v,Nedovoljno informacija.,3,g,Redosled i izbor daju istu verovatnoću.,11,b,Ovo je tačno ako se zakljčak odnosi na navedeno.,1,v,Imamo dve opcije.,1,,,,,,,3,1,5,5,5,5,2,4,4,4,3,2,1,3,2,5,5,3,3,3,5,
C,507,third-fourth,m,v,elektro,2,yes,v,šansa je jednaka da li će se roditi dečak ili devojčica.,1,g,formula je ista za svaku kombinaciju (ako se dobro sećam iz verovatnoće),11,v,ne znamo koji 70% i 40% ima više žena pa ne možemo ništa zaključiti.,11,v,nisam siguran ali mi tako deluje.,3,,,,,,,1,3,4,3,4,4,2,3,3,3,3,2,3,2,1,4,4,2,1,5,3,
C,508,third-fourth,m,g,gimnazija,2,yes,v,"Bitan je procenat dečaka u odnosu na ukupan broj rođenih beba, ne ukupan broj rođenih dečaka.",1,g,Svaki broj ima jednaku šansu da bude izvučen.,11,v,Premali broj ispitanika za takav statistički zaključak.,111,a,U procentima je dat odnos šansi pri odabiru radnika.,11,,,,,,,3,1,5,4,4,3,4,3,4,4,4,5,4,5,5,5,5,5,5,1,3,
C,509,third-fourth,f,g,gimnazija,2,yes,v,,0,g,,10,b,,0,a,,10,,,,,,,1,2,5,5,5,5,5,5,3,4,3,2,5,3,3,5,5,5,4,2,2,
C,510,third-fourth,m,g,gimnazija,2,yes,b,Zato što je manja grupa pa je statistika manje precizna.,12,g,,10,b,,0,a,,10,,,,,,,2,2,5,3,5,5,5,5,5,4,3,2,3,2,3,5,5,2,1,5,5,
C,511,third-fourth,f,g,gimnazija,2,yes,a,,0,v,,0,v,,10,v,,0,,,,,,,1,2,3,4,4,4,3,4,2,3,4,3,4,4,4,4,5,5,4,2,1,
C,512,third-fourth,f,g,gimnazija,2,yes,b,Manji je uzorak.,13,g,Izvlačenje kuglice je slučajan nezavistan događaj.,11,b,,0,a,,10,,,,,,,3,3,4,5,5,4,4,5,3,4,4,4,4,5,3,3,4,5,4,2,3,
C,513,third-fourth,m,v,elektro,2,yes,b,Jer na godišnjem nivou ima jednak broj dečaka i devojčica.,13,g,,10,b,,0,a,,10,,,,,,,2,3,4,3,5,4,4,3,2,3,2,3,1,3,3,3,3,1,3,3,5,
C,514,third-fourth,m,g,gimnazija,2,yes,a,Iz većeg broja jedinki očekujemo veći broj takvih događaja.,2,g,Brojevi se slučajno izvlače. Svaki broj istu verovatnoću ima.,11,b,Prva grupa je ključ odgovora.,1,v,Na slučajan način možemo izabrati ili pravnika ili inženjera.,1,,,,,,,3,3,5,4,5,4,4,3,4,5,4,3,4,5,5,5,4,4,5,1,3,
C,515,third-fourth,m,v,elektro,2,yes,v,,0,b,Nemam pojma kako se igra loto.,3,b,,0,a,,10,,,,,,,4,3,3,4,3,4,3,3,2,2,2,3,3,2,2,3,3,2,3,3,2,
C,516,third-fourth,f,g,gimnazija,2,yes,b,"Jer svakako se manje rodi na dnevnom nivou, pa da bi godišnji bio isti broj, potrebno je više takvih dana sa 60% u manjem porodilištu.",12,g,Slučajan je odabir u pitanju.,11,v,,10,v,Ne može se znati.,3,,,,,,,3,3,4,5,5,5,4,5,4,3,4,4,3,4,3,4,4,3,4,2,4,
C,517,third-fourth,m,v,elektro,2,yes,v,raspodela je ista za oba porodilišta.,1,g,Jednaka je verovatnoća izvlačenja svake od kuglica pojedinačno pa je samim tim i za sve.,11,v,Previše je mali uzorak u odnosu na sve ljude koji voze da bi mogla izvući jasna i tačna statistika.,111,a,,10,,,,,,,3,3,4,5,4,3,5,5,4,3,4,3,2,2,4,5,5,3,2,4,5,
C,518,third-fourth,m,g,gimnazija,2,yes,v,,0,g,Slučajno se biraju brojevi tako da sve kombinacije imaju jednake šanse.,11,v,Zaokružila bih b ali smatram da nije dovoljan broj ispitanika.,111,a,Logićki mora biti više od 50%.,11,,,,,,,4,3,3,4,3,4,4,5,4,3,5,3,4,4,4,4,5,4,3,3,4,
C,519,third-fourth,m,v,elektro,2,yes,v,,0,g,,10,b,,0,a,,10,,,,,,,2,3,5,4,3,5,4,4,4,3,4,3,4,4,4,4,4,4,4,2,4,
